id,field_id,value,count,percentage
16001,2712,عقارات/دمج صكوك,3,0.1
16002,2712,عقارات/دراسة صك,1,0.03
16003,2712,عقارات/نقل شرح إلغاء وصية,1,0.03
16004,2712,عقارات/إضافة تهميش على ضبط,1,0.03
16005,2712,عقارات/تجزئة عقار,1,0.03
16006,2716,منطقة الرياض,876,25.99
16007,2716,الخدمات الرقمية,503,14.93
16008,2716,منطقة الشرقية,486,14.42
16009,2716,منطقة مكة المكرمه,392,11.63
16010,2716,منطقة عسير,239,7.09
16011,2716,منطقة القصيم,185,5.49
16012,2716,منطقة المدينة المنوره,173,5.13
16013,2716,منطقة حائل,154,4.57
16014,2716,منطقة تبوك,94,2.79
16015,2716,منطقة جازان,81,2.4
16016,2716,منطقة الجوف,58,1.72
16017,2716,منطقة الحدود الشمالية,55,1.63
16018,2716,منطقة نجران,39,1.16
16019,2716,منطقة الباحة,35,1.04
16020,2718,القطاع العام,2117,62.82
16021,2718,القطاع الخاص,1253,37.18
16022,2719,خدمة إلكترونية جزئيا,2955,87.69
16023,2719,خدمة إلكترونية,415,12.31
16024,2720,عقارات/افراغ,1315,39.02
16025,2720,عقارات/تعديل صك,365,10.83
16026,2720,عقارات/رهن العقارات,302,8.96
16027,2720,عقارات/فك رهن العقارات,226,6.71
16028,2720,عقارات/فرز صكوك,162,4.81
16029,2720,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,159,4.72
16030,2720,عقارات/تسجيل ملكية عقار بدون صك,108,3.2
16031,2720,عقارات/تعريف الصكوك للفرز,94,2.79
16032,2720,عقارات/دمج عقارات,93,2.76
16033,2720,عقارات/حجز/فك حجز,88,2.61
16034,2720,عقارات/الحجز التحفظي على ممتلكات شخص,49,1.45
16035,2720,عقارات/منح,48,1.42
16036,2720,عقارات/تسجيل صك قديم,47,1.39
16037,2720,عقارات/فك الحجز التحفظي على ممتلكات شخص,44,1.31
16038,2720,عقارات/تعويض أنقاض دون العقار,44,1.31
16039,2720,عقارات/تعديل صك قديم,43,1.28
16040,2720,عقارات/نقل شرح بانتقال ملكية,35,1.04
16041,2720,عقارات/تملك نصيب,31,0.92
16042,2720,عقارات/ربط صك بالهوية العقارية,31,0.92
16043,2720,عقارات/مسجل عينيا,31,0.92
16044,2720,عقارات/منحة بديلة,26,0.77
16045,2720,عقارات/تعويضات,9,0.27
16046,2720,عقارات/نقل شرح إلغاء وصية,4,0.12
16047,2720,عقارات/دمج صكوك,3,0.09
16048,2720,عقارات/موافقة الجهة الحكومية على فك قيد صك,3,0.09
16049,2720,عقارات/نقل شرح إلغاء وقف,2,0.06
16050,2720,عقارات/التعويض عن المباني,2,0.06
16051,2720,عقارات/رهن غير العقارات,2,0.06
16052,2720,عقارات/دراسة صك,2,0.06
16053,2720,عقارات/تجزئة عقار,1,0.03
16054,2720,عقارات/بيع زائدة مشاعة في تعديل صك,1,0.03
16055,2724,منطقة الرياض,631,26.5
16056,2724,الخدمات الرقمية,442,18.56
16057,2724,منطقة الشرقية,322,13.52
16058,2724,منطقة مكة المكرمه,299,12.56
16059,2724,منطقة عسير,148,6.22
16060,2724,منطقة المدينة المنوره,112,4.7
16061,2724,منطقة حائل,111,4.66
16062,2724,منطقة القصيم,92,3.86
16063,2724,منطقة تبوك,75,3.15
16064,2724,منطقة جازان,46,1.93
16065,2724,منطقة الحدود الشمالية,36,1.51
16066,2724,منطقة الجوف,32,1.34
16067,2724,منطقة نجران,19,0.8
16068,2724,منطقة الباحة,16,0.67
16069,2726,القطاع العام,1430,60.06
16070,2726,القطاع الخاص,951,39.94
16071,2727,خدمة إلكترونية جزئيا,2028,85.17
16072,2727,خدمة إلكترونية,353,14.83
16073,2728,عقارات/افراغ,934,39.23
16074,2728,عقارات/رهن العقارات,242,10.16
16075,2728,عقارات/تعديل صك,219,9.2
16076,2728,عقارات/فك رهن العقارات,148,6.22
16077,2728,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,125,5.25
16078,2728,عقارات/فرز صكوك,114,4.79
16079,2728,عقارات/تسجيل ملكية عقار بدون صك,76,3.19
16080,2728,عقارات/تعريف الصكوك للفرز,64,2.69
16081,2728,عقارات/حجز/فك حجز,55,2.31
16082,2728,عقارات/دمج عقارات,53,2.23
16083,2728,عقارات/تسجيل صك قديم,44,1.85
16084,2728,عقارات/منح,40,1.68
16085,2728,عقارات/الحجز التحفظي على ممتلكات شخص,35,1.47
16086,2728,عقارات/تعديل صك قديم,33,1.39
16087,2728,عقارات/فك الحجز التحفظي على ممتلكات شخص,33,1.39
16088,2728,عقارات/ربط صك بالهوية العقارية,30,1.26
16089,2728,عقارات/مسجل عينيا,30,1.26
16090,2728,عقارات/تملك نصيب,29,1.22
16091,2728,عقارات/نقل شرح بانتقال ملكية,21,0.88
16092,2728,عقارات/تعويض أنقاض دون العقار,21,0.88
16093,2728,عقارات/منحة بديلة,18,0.76
16094,2728,عقارات/دمج صكوك,6,0.25
16095,2728,عقارات/دراسة صك,3,0.13
16096,2728,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.08
16097,2728,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.08
16098,2728,عقارات/نقل شرح إلغاء وصية,2,0.08
16099,2728,عقارات/نقل شرح إلغاء وقف,1,0.04
16100,2728,عقارات/تعويضات,1,0.04
16101,2732,منطقة الرياض,881,26.51
16102,2732,الخدمات الرقمية,490,14.75
16103,2732,منطقة الشرقية,470,14.14
16104,2732,منطقة مكة المكرمه,432,13.0
16105,2732,منطقة عسير,231,6.95
16106,2732,منطقة القصيم,177,5.33
16107,2732,منطقة المدينة المنوره,155,4.66
16108,2732,منطقة حائل,152,4.57
16109,2732,منطقة تبوك,111,3.34
16110,2732,منطقة جازان,79,2.38
16111,2732,منطقة الحدود الشمالية,48,1.44
16112,2732,منطقة الجوف,41,1.23
16113,2732,منطقة نجران,30,0.9
16114,2732,منطقة الباحة,26,0.78
16115,2734,القطاع العام,2100,63.2
16116,2734,القطاع الخاص,1223,36.8
16117,2735,خدمة إلكترونية جزئيا,2886,86.85
16118,2735,خدمة إلكترونية,437,13.15
16119,2736,عقارات/افراغ,1299,39.09
16120,2736,عقارات/تعديل صك,353,10.62
16121,2736,عقارات/رهن العقارات,281,8.46
16122,2736,عقارات/فك رهن العقارات,201,6.05
16123,2736,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,169,5.09
16124,2736,عقارات/فرز صكوك,157,4.72
16125,2736,عقارات/تسجيل ملكية عقار بدون صك,112,3.37
16126,2736,عقارات/حجز/فك حجز,95,2.86
16127,2736,عقارات/دمج عقارات,91,2.74
16128,2736,عقارات/تعريف الصكوك للفرز,84,2.53
16129,2736,عقارات/منح,64,1.93
16130,2736,عقارات/الحجز التحفظي على ممتلكات شخص,53,1.59
16131,2736,عقارات/تسجيل صك قديم,49,1.47
16132,2736,عقارات/فك الحجز التحفظي على ممتلكات شخص,47,1.41
16133,2736,عقارات/تعويض أنقاض دون العقار,46,1.38
16134,2736,عقارات/نقل شرح بانتقال ملكية,36,1.08
16135,2736,عقارات/تعديل صك قديم,33,0.99
16136,2736,عقارات/تملك نصيب,31,0.93
16137,2736,عقارات/ربط صك بالهوية العقارية,31,0.93
16138,2736,عقارات/مسجل عينيا,31,0.93
16139,2736,عقارات/منحة بديلة,31,0.93
16140,2736,عقارات/دمج صكوك,6,0.18
16141,2736,عقارات/نقل شرح إلغاء وصية,4,0.12
16142,2736,عقارات/موافقة الجهة الحكومية على فك قيد صك,4,0.12
16143,2736,عقارات/التعويض عن المباني,3,0.09
16144,2736,عقارات/دراسة صك,2,0.06
16145,2736,عقارات/تعويضات,2,0.06
16146,2736,عقارات/إضافة تهميش على ضبط,2,0.06
16147,2736,عقارات/تجزئة عقار,1,0.03
16148,2736,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.03
16149,2736,عقارات/استلام مبلغ بسبب عقار,1,0.03
16150,2736,عقارات/معالجة الصك الملغي,1,0.03
16151,2736,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.03
16152,2736,عقارات/نقل شرح إلغاء وقف,1,0.03
16153,2740,منطقة الرياض,808,25.73
16154,2740,الخدمات الرقمية,463,14.75
16155,2740,منطقة الشرقية,447,14.24
16156,2740,منطقة مكة المكرمه,413,13.15
16157,2740,منطقة عسير,210,6.69
16158,2740,منطقة القصيم,164,5.22
16159,2740,منطقة المدينة المنوره,162,5.16
16160,2740,منطقة حائل,152,4.84
16161,2740,منطقة تبوك,108,3.44
16162,2740,منطقة جازان,59,1.88
16163,2740,منطقة الحدود الشمالية,49,1.56
16164,2740,منطقة الباحة,38,1.21
16165,2740,منطقة الجوف,37,1.18
16166,2740,منطقة نجران,30,0.96
16167,2742,القطاع العام,1940,61.78
16168,2742,القطاع الخاص,1200,38.22
16169,2743,خدمة إلكترونية جزئيا,2752,87.64
16170,2743,خدمة إلكترونية,388,12.36
16171,2744,عقارات/افراغ,1260,40.13
16172,2744,عقارات/تعديل صك,322,10.25
16173,2744,عقارات/رهن العقارات,274,8.73
16174,2744,عقارات/فك رهن العقارات,195,6.21
16175,2744,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,167,5.32
16176,2744,عقارات/فرز صكوك,135,4.3
16177,2744,عقارات/تسجيل ملكية عقار بدون صك,115,3.66
16178,2744,عقارات/دمج عقارات,75,2.39
16179,2744,عقارات/حجز/فك حجز,73,2.32
16180,2744,عقارات/تعريف الصكوك للفرز,68,2.17
16181,2744,عقارات/منح,67,2.13
16182,2744,عقارات/الحجز التحفظي على ممتلكات شخص,49,1.56
16183,2744,عقارات/فك الحجز التحفظي على ممتلكات شخص,46,1.46
16184,2744,عقارات/تعويض أنقاض دون العقار,46,1.46
16185,2744,عقارات/تسجيل صك قديم,40,1.27
16186,2744,عقارات/نقل شرح بانتقال ملكية,33,1.05
16187,2744,عقارات/تملك نصيب,32,1.02
16188,2744,عقارات/ربط صك بالهوية العقارية,31,0.99
16189,2744,عقارات/مسجل عينيا,31,0.99
16190,2744,عقارات/تعديل صك قديم,28,0.89
16191,2744,عقارات/منحة بديلة,28,0.89
16192,2744,عقارات/نقل شرح إلغاء وصية,6,0.19
16193,2744,عقارات/دمج صكوك,4,0.13
16194,2744,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.06
16195,2744,عقارات/تعويضات,2,0.06
16196,2744,عقارات/دراسة صك,2,0.06
16197,2744,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.06
16198,2744,عقارات/استلام مبلغ بسبب عقار,2,0.06
16199,2744,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.03
16200,2744,عقارات/بيع زائدة مشاعة في تعديل صك,1,0.03
16201,2744,عقارات/نقل شرح إلغاء وقف,1,0.03
16202,2744,عقارات/إضافة تهميش على ضبط,1,0.03
16203,2744,عقارات/التعويض عن المباني,1,0.03
16204,2748,منطقة الرياض,807,25.86
16205,2748,الخدمات الرقمية,451,14.45
16206,2748,منطقة الشرقية,440,14.1
16207,2748,منطقة مكة المكرمه,413,13.23
16208,2748,منطقة عسير,206,6.6
16209,2748,منطقة المدينة المنوره,178,5.7
16210,2748,منطقة القصيم,158,5.06
16211,2748,منطقة حائل,146,4.68
16212,2748,منطقة تبوك,124,3.97
16213,2748,منطقة جازان,70,2.24
16214,2748,منطقة الجوف,37,1.19
16215,2748,منطقة الحدود الشمالية,34,1.09
16216,2748,منطقة نجران,33,1.06
16217,2748,منطقة الباحة,24,0.77
16218,2750,القطاع العام,1982,63.51
16219,2750,القطاع الخاص,1139,36.49
16220,2751,خدمة إلكترونية جزئيا,2729,87.44
16221,2751,خدمة إلكترونية,392,12.56
16222,2752,عقارات/افراغ,1198,38.39
16223,2752,عقارات/تعديل صك,330,10.57
16224,2752,عقارات/رهن العقارات,251,8.04
16225,2752,عقارات/فك رهن العقارات,193,6.18
16226,2752,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,173,5.54
16227,2752,عقارات/فرز صكوك,141,4.52
16228,2752,عقارات/تسجيل ملكية عقار بدون صك,135,4.33
16229,2752,عقارات/حجز/فك حجز,93,2.98
16230,2752,عقارات/دمج عقارات,83,2.66
16231,2752,عقارات/منح,71,2.27
16232,2752,عقارات/تعريف الصكوك للفرز,70,2.24
16233,2752,عقارات/تعويض أنقاض دون العقار,54,1.73
16234,2752,عقارات/تسجيل صك قديم,46,1.47
16235,2752,عقارات/الحجز التحفظي على ممتلكات شخص,44,1.41
16236,2752,عقارات/فك الحجز التحفظي على ممتلكات شخص,42,1.35
16237,2752,عقارات/نقل شرح بانتقال ملكية,32,1.03
16238,2752,عقارات/ربط صك بالهوية العقارية,30,0.96
16239,2752,عقارات/منحة بديلة,30,0.96
16240,2752,عقارات/مسجل عينيا,29,0.93
16241,2752,عقارات/تملك نصيب,28,0.9
16242,2752,عقارات/تعديل صك قديم,28,0.9
16243,2752,عقارات/نقل شرح رهن بدون انتقال ملكية,6,0.19
16244,2752,عقارات/دمج صكوك,6,0.19
16245,2752,عقارات/تعويضات,2,0.06
16246,2752,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.06
16247,2752,عقارات/دراسة صك,1,0.03
16248,2752,عقارات/تجزئة عقار,1,0.03
16249,2752,عقارات/نقل شرح إلغاء وصية,1,0.03
16250,2752,عقارات/نقل شرح إلغاء وقف,1,0.03
16251,2756,منطقة الرياض,862,26.37
16252,2756,الخدمات الرقمية,506,15.48
16253,2756,منطقة الشرقية,462,14.13
16254,2756,منطقة مكة المكرمه,399,12.21
16255,2756,منطقة عسير,241,7.37
16256,2756,منطقة المدينة المنوره,176,5.38
16257,2756,منطقة القصيم,165,5.05
16258,2756,منطقة حائل,156,4.77
16259,2756,منطقة تبوك,102,3.12
16260,2756,منطقة جازان,66,2.02
16261,2756,منطقة الحدود الشمالية,46,1.41
16262,2756,منطقة الجوف,40,1.22
16263,2756,منطقة نجران,29,0.89
16264,2756,منطقة الباحة,19,0.58
16265,2758,القطاع العام,2098,64.18
16266,2758,القطاع الخاص,1171,35.82
16267,2759,خدمة إلكترونية جزئيا,2867,87.7
16268,2759,خدمة إلكترونية,402,12.3
16269,2760,عقارات/افراغ,1261,38.57
16270,2760,عقارات/تعديل صك,337,10.31
16271,2760,عقارات/رهن العقارات,254,7.77
16272,2760,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,208,6.36
16273,2760,عقارات/فك رهن العقارات,182,5.57
16274,2760,عقارات/فرز صكوك,160,4.89
16275,2760,عقارات/تسجيل ملكية عقار بدون صك,116,3.55
16276,2760,عقارات/دمج عقارات,98,3.0
16277,2760,عقارات/تعريف الصكوك للفرز,84,2.57
16278,2760,عقارات/حجز/فك حجز,82,2.51
16279,2760,عقارات/منح,72,2.2
16280,2760,عقارات/تسجيل صك قديم,57,1.74
16281,2760,عقارات/فك الحجز التحفظي على ممتلكات شخص,49,1.5
16282,2760,عقارات/الحجز التحفظي على ممتلكات شخص,48,1.47
16283,2760,عقارات/نقل شرح بانتقال ملكية,46,1.41
16284,2760,عقارات/تعويض أنقاض دون العقار,45,1.38
16285,2760,عقارات/تملك نصيب,33,1.01
16286,2760,عقارات/ربط صك بالهوية العقارية,31,0.95
16287,2760,عقارات/تعديل صك قديم,31,0.95
16288,2760,عقارات/مسجل عينيا,31,0.95
16289,2760,عقارات/منحة بديلة,24,0.73
16290,2760,عقارات/دمج صكوك,8,0.24
16291,2760,عقارات/نقل شرح رهن بدون انتقال ملكية,4,0.12
16292,2760,عقارات/دراسة صك,3,0.09
16293,2760,عقارات/نقل شرح إلغاء وقف,1,0.03
16294,2760,عقارات/موافقة الجهة الحكومية على فك قيد صك,1,0.03
16295,2760,عقارات/نقل شرح إلغاء وصية,1,0.03
16296,2760,عقارات/تعويضات,1,0.03
16297,2760,عقارات/التعويض عن المباني,1,0.03
16298,2764,منطقة الرياض,785,26.86
16299,2764,الخدمات الرقمية,475,16.25
16300,2764,منطقة الشرقية,429,14.68
16301,2764,منطقة مكة المكرمه,336,11.5
16302,2764,منطقة عسير,169,5.78
16303,2764,منطقة القصيم,162,5.54
16304,2764,منطقة المدينة المنوره,140,4.79
16305,2764,منطقة حائل,130,4.45
16306,2764,منطقة تبوك,102,3.49
16307,2764,منطقة جازان,58,1.98
16308,2764,منطقة الحدود الشمالية,40,1.37
16309,2764,منطقة الباحة,37,1.27
16310,2764,منطقة الجوف,31,1.06
16311,2764,منطقة نجران,29,0.99
16312,2766,القطاع العام,1865,63.8
16313,2766,القطاع الخاص,1058,36.2
16314,2767,خدمة إلكترونية جزئيا,2559,87.55
16315,2767,خدمة إلكترونية,364,12.45
16316,2768,عقارات/افراغ,1123,38.42
16317,2768,عقارات/تعديل صك,312,10.67
16318,2768,عقارات/رهن العقارات,248,8.48
16319,2768,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,157,5.37
16320,2768,عقارات/فك رهن العقارات,154,5.27
16321,2768,عقارات/فرز صكوك,135,4.62
16322,2768,عقارات/تسجيل ملكية عقار بدون صك,108,3.69
16323,2768,عقارات/تعريف الصكوك للفرز,83,2.84
16324,2768,عقارات/دمج عقارات,81,2.77
16325,2768,عقارات/تسجيل صك قديم,62,2.12
16326,2768,عقارات/منح,56,1.92
16327,2768,عقارات/حجز/فك حجز,55,1.88
16328,2768,عقارات/نقل شرح بانتقال ملكية,52,1.78
16329,2768,عقارات/الحجز التحفظي على ممتلكات شخص,44,1.51
16330,2768,عقارات/فك الحجز التحفظي على ممتلكات شخص,44,1.51
16331,2768,عقارات/تعويض أنقاض دون العقار,39,1.33
16332,2768,عقارات/تملك نصيب,30,1.03
16333,2768,عقارات/ربط صك بالهوية العقارية,30,1.03
16334,2768,عقارات/مسجل عينيا,30,1.03
16335,2768,عقارات/تعديل صك قديم,28,0.96
16336,2768,عقارات/منحة بديلة,28,0.96
16337,2768,عقارات/دمج صكوك,10,0.34
16338,2768,عقارات/نقل شرح إلغاء وصية,3,0.1
16339,2768,عقارات/التعويض عن المباني,2,0.07
16340,2768,عقارات/نقل شرح وصية بدون انتقال ملكية,2,0.07
16341,2768,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.07
16342,2768,عقارات/دراسة صك,2,0.07
16343,2768,عقارات/إضافة تهميش على ضبط,2,0.07
16344,2768,عقارات/نقل شرح إلغاء وقف,1,0.03
16345,2772,منطقة الرياض,826,25.76
16346,2772,الخدمات الرقمية,511,15.94
16347,2772,منطقة الشرقية,450,14.04
16348,2772,منطقة مكة المكرمه,395,12.32
16349,2772,منطقة عسير,198,6.18
16350,2772,منطقة القصيم,190,5.93
16351,2772,منطقة المدينة المنوره,167,5.21
16352,2772,منطقة حائل,132,4.12
16353,2772,منطقة تبوك,105,3.28
16354,2772,منطقة جازان,96,2.99
16355,2772,منطقة الجوف,45,1.4
16356,2772,منطقة الحدود الشمالية,43,1.34
16357,2772,منطقة نجران,33,1.03
16358,2772,منطقة الباحة,15,0.47
16359,2774,القطاع العام,2098,65.44
16360,2774,القطاع الخاص,1108,34.56
16361,2775,خدمة إلكترونية جزئيا,2835,88.43
16362,2775,خدمة إلكترونية,371,11.57
16363,2776,عقارات/افراغ,1215,37.9
16364,2776,عقارات/تعديل صك,359,11.2
16365,2776,عقارات/رهن العقارات,249,7.77
16366,2776,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,222,6.92
16367,2776,عقارات/فرز صكوك,162,5.05
16368,2776,عقارات/فك رهن العقارات,154,4.8
16369,2776,عقارات/تسجيل ملكية عقار بدون صك,117,3.65
16370,2776,عقارات/دمج عقارات,104,3.24
16371,2776,عقارات/تعريف الصكوك للفرز,95,2.96
16372,2776,عقارات/منح,70,2.18
16373,2776,عقارات/تسجيل صك قديم,58,1.81
16374,2776,عقارات/نقل شرح بانتقال ملكية,55,1.72
16375,2776,عقارات/حجز/فك حجز,51,1.59
16376,2776,عقارات/الحجز التحفظي على ممتلكات شخص,47,1.47
16377,2776,عقارات/فك الحجز التحفظي على ممتلكات شخص,44,1.37
16378,2776,عقارات/تعويض أنقاض دون العقار,34,1.06
16379,2776,عقارات/تعديل صك قديم,32,1.0
16380,2776,عقارات/ربط صك بالهوية العقارية,31,0.97
16381,2776,عقارات/مسجل عينيا,31,0.97
16382,2776,عقارات/تملك نصيب,30,0.94
16383,2776,عقارات/منحة بديلة,22,0.69
16384,2776,عقارات/نقل شرح رهن بدون انتقال ملكية,6,0.19
16385,2776,عقارات/دمج صكوك,5,0.16
16386,2776,عقارات/التعويض عن المباني,3,0.09
16387,2776,عقارات/موافقة الجهة الحكومية على فك قيد صك,3,0.09
16388,2776,عقارات/نقل شرح إلغاء وصية,2,0.06
16389,2776,عقارات/رهن غير العقارات,2,0.06
16390,2776,عقارات/تعويضات,1,0.03
16391,2776,عقارات/دراسة صك,1,0.03
16392,2776,عقارات/نقل شرح إلغاء وقف,1,0.03
16393,2780,منطقة الرياض,713,26.01
16394,2780,الخدمات الرقمية,497,18.13
16395,2780,منطقة الشرقية,350,12.77
16396,2780,منطقة مكة المكرمه,304,11.09
16397,2780,منطقة القصيم,171,6.24
16398,2780,منطقة المدينة المنوره,166,6.06
16399,2780,منطقة عسير,153,5.58
16400,2780,منطقة حائل,118,4.3
16401,2780,منطقة تبوك,88,3.21
16402,2780,منطقة جازان,66,2.41
16403,2780,منطقة الجوف,49,1.79
16404,2780,منطقة الحدود الشمالية,41,1.5
16405,2780,منطقة نجران,19,0.69
16406,2780,منطقة الباحة,6,0.22
16407,2782,القطاع العام,1743,63.59
16408,2782,القطاع الخاص,998,36.41
16409,2783,خدمة إلكترونية جزئيا,2373,86.57
16410,2783,خدمة إلكترونية,368,13.43
16411,2784,عقارات/افراغ,998,36.41
16412,2784,عقارات/تعديل صك,302,11.02
16413,2784,عقارات/رهن العقارات,249,9.08
16414,2784,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,165,6.02
16415,2784,عقارات/فك رهن العقارات,137,5.0
16416,2784,عقارات/تسجيل ملكية عقار بدون صك,130,4.74
16417,2784,عقارات/فرز صكوك,116,4.23
16418,2784,عقارات/منح,74,2.7
16419,2784,عقارات/تعريف الصكوك للفرز,73,2.66
16420,2784,عقارات/دمج عقارات,63,2.3
16421,2784,عقارات/حجز/فك حجز,55,2.01
16422,2784,عقارات/تسجيل صك قديم,52,1.9
16423,2784,عقارات/نقل شرح بانتقال ملكية,48,1.75
16424,2784,عقارات/الحجز التحفظي على ممتلكات شخص,46,1.68
16425,2784,عقارات/فك الحجز التحفظي على ممتلكات شخص,43,1.57
16426,2784,عقارات/تملك نصيب,31,1.13
16427,2784,عقارات/ربط صك بالهوية العقارية,31,1.13
16428,2784,عقارات/مسجل عينيا,31,1.13
16429,2784,عقارات/تعويض أنقاض دون العقار,30,1.09
16430,2784,عقارات/تعديل صك قديم,28,1.02
16431,2784,عقارات/منحة بديلة,22,0.8
16432,2784,عقارات/نقل شرح إلغاء وصية,4,0.15
16433,2784,عقارات/دراسة صك,3,0.11
16434,2784,عقارات/تعويضات,3,0.11
16435,2784,عقارات/دمج صكوك,2,0.07
16436,2784,عقارات/إضافة تهميش على ضبط,2,0.07
16437,2784,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.07
16438,2784,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.04
16439,2788,منطقة الرياض,624,26.02
16440,2788,الخدمات الرقمية,455,18.97
16441,2788,منطقة الشرقية,310,12.93
16442,2788,منطقة مكة المكرمه,268,11.18
16443,2788,منطقة القصيم,132,5.5
16444,2788,منطقة المدينة المنوره,129,5.38
16445,2788,منطقة عسير,122,5.09
16446,2788,منطقة حائل,104,4.34
16447,2788,منطقة تبوك,99,4.13
16448,2788,منطقة جازان,52,2.17
16449,2788,منطقة الحدود الشمالية,37,1.54
16450,2788,منطقة الجوف,34,1.42
16451,2788,منطقة الباحة,17,0.71
16452,2788,منطقة نجران,15,0.63
16453,2790,القطاع العام,1521,63.43
16454,2790,القطاع الخاص,877,36.57
16455,2791,خدمة إلكترونية جزئيا,2062,85.99
16456,2791,خدمة إلكترونية,336,14.01
16457,2792,عقارات/افراغ,803,33.49
16458,2792,عقارات/تعديل صك,283,11.8
16459,2792,عقارات/رهن العقارات,225,9.38
16460,2792,عقارات/فك رهن العقارات,134,5.59
16461,2792,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,129,5.38
16462,2792,عقارات/تسجيل ملكية عقار بدون صك,110,4.59
16463,2792,عقارات/فرز صكوك,108,4.5
16464,2792,عقارات/تعريف الصكوك للفرز,79,3.29
16465,2792,عقارات/منح,73,3.04
16466,2792,عقارات/دمج عقارات,58,2.42
16467,2792,عقارات/حجز/فك حجز,54,2.25
16468,2792,عقارات/نقل شرح بانتقال ملكية,47,1.96
16469,2792,عقارات/تسجيل صك قديم,44,1.83
16470,2792,عقارات/فك الحجز التحفظي على ممتلكات شخص,41,1.71
16471,2792,عقارات/الحجز التحفظي على ممتلكات شخص,38,1.58
16472,2792,عقارات/تعديل صك قديم,29,1.21
16473,2792,عقارات/تملك نصيب,28,1.17
16474,2792,عقارات/ربط صك بالهوية العقارية,28,1.17
16475,2792,عقارات/مسجل عينيا,28,1.17
16476,2792,عقارات/تعويض أنقاض دون العقار,27,1.13
16477,2792,عقارات/منحة بديلة,15,0.63
16478,2792,عقارات/دمج صكوك,5,0.21
16479,2792,عقارات/نقل شرح وصية بدون انتقال ملكية,2,0.08
16480,2792,عقارات/التعويض عن المباني,2,0.08
16481,2792,عقارات/دراسة صك,2,0.08
16482,2792,عقارات/معالجة الصك الملغي,2,0.08
16483,2792,عقارات/نقل شرح إلغاء وصية,1,0.04
16484,2792,عقارات/تعويضات,1,0.04
16485,2792,عقارات/استلام مبلغ بسبب عقار,1,0.04
16486,2792,عقارات/نقل شرح إلغاء وقف,1,0.04
16487,2796,منطقة الرياض,497,26.23
16488,2796,الخدمات الرقمية,423,22.32
16489,2796,منطقة الشرقية,207,10.92
16490,2796,منطقة مكة المكرمه,196,10.34
16491,2796,منطقة القصيم,111,5.86
16492,2796,منطقة المدينة المنوره,110,5.8
16493,2796,منطقة عسير,94,4.96
16494,2796,منطقة تبوك,66,3.48
16495,2796,منطقة حائل,63,3.32
16496,2796,منطقة جازان,37,1.95
16497,2796,منطقة الحدود الشمالية,35,1.85
16498,2796,منطقة الجوف,28,1.48
16499,2796,منطقة نجران,20,1.06
16500,2796,منطقة الباحة,8,0.42
16501,2798,القطاع العام,1064,56.15
16502,2798,القطاع الخاص,831,43.85
16503,2799,خدمة إلكترونية جزئيا,1544,81.48
16504,2799,خدمة إلكترونية,351,18.52
16505,2800,عقارات/افراغ,716,37.78
16506,2800,عقارات/رهن العقارات,198,10.45
16507,2800,عقارات/تعديل صك,161,8.5
16508,2800,عقارات/فك رهن العقارات,126,6.65
16509,2800,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,75,3.96
16510,2800,عقارات/فرز صكوك,69,3.64
16511,2800,عقارات/تعريف الصكوك للفرز,57,3.01
16512,2800,عقارات/تسجيل ملكية عقار بدون صك,57,3.01
16513,2800,عقارات/دمج عقارات,44,2.32
16514,2800,عقارات/حجز/فك حجز,42,2.22
16515,2800,عقارات/منح,42,2.22
16516,2800,عقارات/الحجز التحفظي على ممتلكات شخص,41,2.16
16517,2800,عقارات/فك الحجز التحفظي على ممتلكات شخص,41,2.16
16518,2800,عقارات/تسجيل صك قديم,40,2.11
16519,2800,عقارات/نقل شرح بانتقال ملكية,36,1.9
16520,2800,عقارات/تملك نصيب,31,1.64
16521,2800,عقارات/ربط صك بالهوية العقارية,31,1.64
16522,2800,عقارات/مسجل عينيا,30,1.58
16523,2800,عقارات/تعديل صك قديم,23,1.21
16524,2800,عقارات/تعويض أنقاض دون العقار,16,0.84
16525,2800,عقارات/منحة بديلة,9,0.47
16526,2800,عقارات/دمج صكوك,2,0.11
