id,field_id,value,count,percentage
16527,2800,عقارات/إضافة تهميش على ضبط,2,0.11
16528,2800,عقارات/دراسة صك,2,0.11
16529,2800,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.05
16530,2800,عقارات/نقل شرح إلغاء وقف,1,0.05
16531,2800,عقارات/تعويضات,1,0.05
16532,2800,عقارات/التعويض عن المباني,1,0.05
16533,2804,منطقة الرياض,642,25.08
16534,2804,الخدمات الرقمية,490,19.14
16535,2804,منطقة مكة المكرمه,325,12.7
16536,2804,منطقة الشرقية,289,11.29
16537,2804,منطقة المدينة المنوره,164,6.41
16538,2804,منطقة عسير,156,6.09
16539,2804,منطقة القصيم,119,4.65
16540,2804,منطقة تبوك,109,4.26
16541,2804,منطقة حائل,108,4.22
16542,2804,منطقة جازان,59,2.3
16543,2804,منطقة الحدود الشمالية,45,1.76
16544,2804,منطقة الجوف,24,0.94
16545,2804,منطقة نجران,17,0.66
16546,2804,منطقة الباحة,13,0.51
16547,2806,القطاع العام,1569,61.29
16548,2806,القطاع الخاص,991,38.71
16549,2807,خدمة إلكترونية جزئيا,2203,86.05
16550,2807,خدمة إلكترونية,357,13.95
16551,2808,عقارات/افراغ,875,34.18
16552,2808,عقارات/تعديل صك,256,10.0
16553,2808,عقارات/رهن العقارات,255,9.96
16554,2808,عقارات/فك رهن العقارات,158,6.17
16555,2808,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,136,5.31
16556,2808,عقارات/تسجيل ملكية عقار بدون صك,120,4.69
16557,2808,عقارات/فرز صكوك,111,4.34
16558,2808,عقارات/منح,93,3.63
16559,2808,عقارات/تعريف الصكوك للفرز,73,2.85
16560,2808,عقارات/دمج عقارات,58,2.27
16561,2808,عقارات/حجز/فك حجز,54,2.11
16562,2808,عقارات/نقل شرح بانتقال ملكية,48,1.88
16563,2808,عقارات/فك الحجز التحفظي على ممتلكات شخص,48,1.88
16564,2808,عقارات/تسجيل صك قديم,46,1.8
16565,2808,عقارات/الحجز التحفظي على ممتلكات شخص,42,1.64
16566,2808,عقارات/تملك نصيب,30,1.17
16567,2808,عقارات/ربط صك بالهوية العقارية,30,1.17
16568,2808,عقارات/مسجل عينيا,30,1.17
16569,2808,عقارات/تعديل صك قديم,29,1.13
16570,2808,عقارات/تعويض أنقاض دون العقار,28,1.09
16571,2808,عقارات/منحة بديلة,25,0.98
16572,2808,عقارات/دمج صكوك,4,0.16
16573,2808,عقارات/تعويضات,3,0.12
16574,2808,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.08
16575,2808,عقارات/نقل شرح إلغاء وصية,2,0.08
16576,2808,عقارات/معالجة الصك الملغي,1,0.04
16577,2808,عقارات/دراسة صك,1,0.04
16578,2808,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.04
16579,2808,عقارات/نقل شرح صبرة بدون انتقال ملكية,1,0.04
16580,2812,منطقة الرياض,546,25.84
16581,2812,الخدمات الرقمية,444,21.01
16582,2812,منطقة مكة المكرمه,238,11.26
16583,2812,منطقة الشرقية,214,10.13
16584,2812,منطقة عسير,141,6.67
16585,2812,منطقة القصيم,116,5.49
16586,2812,منطقة المدينة المنوره,110,5.21
16587,2812,منطقة حائل,83,3.93
16588,2812,منطقة تبوك,80,3.79
16589,2812,منطقة جازان,46,2.18
16590,2812,منطقة الحدود الشمالية,39,1.85
16591,2812,منطقة الجوف,27,1.28
16592,2812,منطقة الباحة,16,0.76
16593,2812,منطقة نجران,13,0.62
16594,2814,القطاع العام,1285,60.81
16595,2814,القطاع الخاص,828,39.19
16596,2815,خدمة إلكترونية جزئيا,1768,83.67
16597,2815,خدمة إلكترونية,345,16.33
16598,2816,عقارات/افراغ,763,36.11
16599,2816,عقارات/رهن العقارات,210,9.94
16600,2816,عقارات/تعديل صك,170,8.05
16601,2816,عقارات/فك رهن العقارات,123,5.82
16602,2816,عقارات/تسجيل ملكية عقار بدون صك,104,4.92
16603,2816,عقارات/فرز صكوك,97,4.59
16604,2816,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,92,4.35
16605,2816,عقارات/منح,80,3.79
16606,2816,عقارات/تعريف الصكوك للفرز,63,2.98
16607,2816,عقارات/حجز/فك حجز,48,2.27
16608,2816,عقارات/دمج عقارات,46,2.18
16609,2816,عقارات/فك الحجز التحفظي على ممتلكات شخص,43,2.04
16610,2816,عقارات/تسجيل صك قديم,41,1.94
16611,2816,عقارات/الحجز التحفظي على ممتلكات شخص,40,1.89
16612,2816,عقارات/نقل شرح بانتقال ملكية,33,1.56
16613,2816,عقارات/تملك نصيب,32,1.51
16614,2816,عقارات/مسجل عينيا,31,1.47
16615,2816,عقارات/ربط صك بالهوية العقارية,28,1.33
16616,2816,عقارات/تعويض أنقاض دون العقار,22,1.04
16617,2816,عقارات/تعديل صك قديم,19,0.9
16618,2816,عقارات/منحة بديلة,14,0.66
16619,2816,عقارات/دمج صكوك,5,0.24
16620,2816,عقارات/نقل شرح إلغاء وصية,3,0.14
16621,2816,عقارات/إضافة تهميش على ضبط,2,0.09
16622,2816,عقارات/نقل شرح إلغاء وقف,1,0.05
16623,2816,عقارات/دراسة صك,1,0.05
16624,2816,عقارات/تعويضات,1,0.05
16625,2816,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.05
16626,2820,منطقة الرياض,559,23.93
16627,2820,الخدمات الرقمية,479,20.51
16628,2820,منطقة الشرقية,260,11.13
16629,2820,منطقة مكة المكرمه,258,11.04
16630,2820,منطقة عسير,173,7.41
16631,2820,منطقة المدينة المنوره,136,5.82
16632,2820,منطقة القصيم,120,5.14
16633,2820,منطقة حائل,110,4.71
16634,2820,منطقة تبوك,83,3.55
16635,2820,منطقة جازان,62,2.65
16636,2820,منطقة الحدود الشمالية,40,1.71
16637,2820,منطقة نجران,27,1.16
16638,2820,منطقة الجوف,15,0.64
16639,2820,منطقة الباحة,14,0.6
16640,2822,القطاع العام,1365,58.43
16641,2822,القطاع الخاص,971,41.57
16642,2823,خدمة إلكترونية جزئيا,1978,84.67
16643,2823,خدمة إلكترونية,358,15.33
16644,2824,عقارات/افراغ,840,35.96
16645,2824,عقارات/رهن العقارات,267,11.43
16646,2824,عقارات/تعديل صك,185,7.92
16647,2824,عقارات/فك رهن العقارات,145,6.21
16648,2824,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,112,4.79
16649,2824,عقارات/فرز صكوك,110,4.71
16650,2824,عقارات/تسجيل ملكية عقار بدون صك,104,4.45
16651,2824,عقارات/منح,77,3.3
16652,2824,عقارات/تعريف الصكوك للفرز,73,3.12
16653,2824,عقارات/دمج عقارات,55,2.35
16654,2824,عقارات/حجز/فك حجز,46,1.97
16655,2824,عقارات/نقل شرح بانتقال ملكية,46,1.97
16656,2824,عقارات/تسجيل صك قديم,44,1.88
16657,2824,عقارات/الحجز التحفظي على ممتلكات شخص,41,1.76
16658,2824,عقارات/فك الحجز التحفظي على ممتلكات شخص,39,1.67
16659,2824,عقارات/تملك نصيب,30,1.28
16660,2824,عقارات/ربط صك بالهوية العقارية,30,1.28
16661,2824,عقارات/مسجل عينيا,30,1.28
16662,2824,عقارات/تعديل صك قديم,25,1.07
16663,2824,عقارات/تعويض أنقاض دون العقار,13,0.56
16664,2824,عقارات/منحة بديلة,12,0.51
16665,2824,عقارات/نقل شرح رهن بدون انتقال ملكية,5,0.21
16666,2824,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.09
16667,2824,عقارات/دراسة صك,2,0.09
16668,2824,عقارات/دمج صكوك,2,0.09
16669,2824,عقارات/تعويضات,1,0.04
16670,2828,منطقة الرياض,593,25.99
16671,2828,الخدمات الرقمية,475,20.82
16672,2828,منطقة مكة المكرمه,259,11.35
16673,2828,منطقة الشرقية,213,9.33
16674,2828,منطقة المدينة المنوره,144,6.31
16675,2828,منطقة عسير,133,5.83
16676,2828,منطقة القصيم,116,5.08
16677,2828,منطقة حائل,102,4.47
16678,2828,منطقة تبوك,85,3.72
16679,2828,منطقة جازان,67,2.94
16680,2828,منطقة الحدود الشمالية,30,1.31
16681,2828,منطقة نجران,26,1.14
16682,2828,منطقة الجوف,21,0.92
16683,2828,منطقة الباحة,18,0.79
16684,2830,القطاع العام,1392,61.0
16685,2830,القطاع الخاص,890,39.0
16686,2831,خدمة إلكترونية جزئيا,1919,84.09
16687,2831,خدمة إلكترونية,363,15.91
16688,2832,عقارات/افراغ,823,36.06
16689,2832,عقارات/رهن العقارات,220,9.64
16690,2832,عقارات/تعديل صك,205,8.98
16691,2832,عقارات/فك رهن العقارات,129,5.65
16692,2832,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,112,4.91
16693,2832,عقارات/تسجيل ملكية عقار بدون صك,104,4.56
16694,2832,عقارات/فرز صكوك,99,4.34
16695,2832,عقارات/منح,83,3.64
16696,2832,عقارات/تعريف الصكوك للفرز,64,2.8
16697,2832,عقارات/دمج عقارات,52,2.28
16698,2832,عقارات/حجز/فك حجز,51,2.23
16699,2832,عقارات/نقل شرح بانتقال ملكية,50,2.19
16700,2832,عقارات/الحجز التحفظي على ممتلكات شخص,42,1.84
16701,2832,عقارات/فك الحجز التحفظي على ممتلكات شخص,42,1.84
16702,2832,عقارات/تسجيل صك قديم,40,1.75
16703,2832,عقارات/ربط صك بالهوية العقارية,31,1.36
16704,2832,عقارات/تملك نصيب,30,1.31
16705,2832,عقارات/مسجل عينيا,30,1.31
16706,2832,عقارات/تعديل صك قديم,26,1.14
16707,2832,عقارات/منحة بديلة,19,0.83
16708,2832,عقارات/تعويض أنقاض دون العقار,16,0.7
16709,2832,عقارات/موافقة الجهة الحكومية على فك قيد صك,4,0.18
16710,2832,عقارات/نقل شرح إلغاء وصية,4,0.18
16711,2832,عقارات/دمج صكوك,3,0.13
16712,2832,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.09
16713,2832,عقارات/تعويضات,1,0.04
16714,2836,منطقة الرياض,80801,99.97
16715,2836,منطقة الشرقية,9,0.01
16716,2836,منطقة مكة المكرمه,7,0.01
16717,2836,كتابة العدل الإفتراضية - الرياض,3,0.0
16718,2836,منطقة عسير,2,0.0
16719,2836,منطقة جازان,1,0.0
16720,2837,الرياض,80801,99.97
16721,2837,جده,5,0.01
16722,2837,النعيريه,5,0.01
16723,2837,الدمام,3,0.0
16724,2837,كتابة العدل الإفتراضية - الرياض,3,0.0
16725,2837,مكة المكرمة,2,0.0
16726,2837,خميس مشيط,2,0.0
16727,2837,الجبيل,1,0.0
16728,2837,جيزان,1,0.0
16729,2838,القطاع العام,80804,99.98
16730,2838,القطاع الخاص,19,0.02
16731,2839,خدمة إلكترونية,80782,99.95
16732,2839,خدمة إلكترونية جزئيا,41,0.05
16733,2840,وكالة/فسخ كلي,74171,91.77
16734,2840,وكالة/فسخ جزئي,6652,8.23
16735,2844,عنصر البيانات,1,11.11
16736,2844,المنطقة,1,11.11
16737,2844,المدينة,1,11.11
16738,2844,نوع القطاع,1,11.11
16739,2844,نوع الخدمة,1,11.11
16740,2844,نوع الفسخ,1,11.11
16741,2844,التاريخ الميلادي,1,11.11
16742,2844,التاريخ الهجري,1,11.11
16743,2844,الرقم المرجعي,1,11.11
16744,2845,الوصف,1,11.11
16745,2845,المنطقة الادارية لمكان توثيق الوكالة  او كتابة العدل الافتراضية,1,11.11
16746,2845,مدينة توثيق فسخ الوكالة ويتم اعتبار مدينة الرياض للخدمات الإلكترونية أو كتابة العدل الافتراضية,1,11.11
16747,2845,مصدر توثيق فسخ الوكالة لدى كاتب العدل او الخدمات الالكترونية في القطاع العام او الموثق ومركز ناجز في القطاع الخاص,1,11.11
16748,2845,طبيعة الخدمة المقدمة عبر الأنظمة والقنوات الإلكترونية المختلفة,1,11.11
16749,2845,نوع فسخ الوكالة,1,11.11
16750,2845,التاريخ الميلادي لفسخ الوكالة,1,11.11
16751,2845,التاريخ الهجري لفسخ الوكالة,1,11.11
16752,2845,رقم تسلسلي داخلي لفسخ الوكالة,1,11.11
16753,2846,نص,5,55.56
16754,2846,تاريخ,2,22.22
16755,2846,النوع,1,11.11
16756,2846,رقم,1,11.11
16757,2847,yyyy/mm/dd,2,22.22
16758,2847,القيم المحتملة,1,11.11
16759,2847,المناطق الإدارية في المملكة - كتابة العدل الافتراضية,1,11.11
16760,2847,كتابة العدل الافتراضية - الرياض - جدة - الدمام - مكة المكرمة,1,11.11
16761,2847,القطاع العام -  القطاع الخاص,1,11.11
16762,2847,خدمة إلكترونية - خدمة إلكترونية جزئيا,1,11.11
16763,2847,فسخ كلي - فسخ جزئي,1,11.11
16764,2847,عدد صحيح,1,11.11
16765,2848,منطقة الرياض,80801,99.97
16766,2848,منطقة الشرقية,9,0.01
16767,2848,منطقة مكة المكرمه,7,0.01
16768,2848,كتابة العدل الإفتراضية - الرياض,3,0.0
16769,2848,منطقة عسير,2,0.0
16770,2848,منطقة جازان,1,0.0
16771,2849,الرياض,80801,99.97
16772,2849,جده,5,0.01
16773,2849,النعيريه,5,0.01
16774,2849,الدمام,3,0.0
16775,2849,كتابة العدل الإفتراضية - الرياض,3,0.0
16776,2849,مكة المكرمة,2,0.0
16777,2849,خميس مشيط,2,0.0
16778,2849,الجبيل,1,0.0
16779,2849,جيزان,1,0.0
16780,2850,القطاع العام,80804,99.98
16781,2850,القطاع الخاص,19,0.02
