السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2026,1,مكة المكرمة,ظلم,الحي الشمالي,شقة,سكني,34,15906.89,89.17
2026,1,مكة المكرمة,جدة,العليا,استديو,سكني,1,6600,264
2026,1,مكة المكرمة,الطائف,ريحه,محل,تجاري,53,0,0
2026,1,مكة المكرمة,جدة,الفيصلية,شقة,سكني,4837,24462.15,231.18
2026,1,مكة المكرمة,جدة,درة العروس,استديو,سكني,2,44000,628.57
2026,1,مكة المكرمة,مكة المكرمة,المعابده,محل,تجاري,42,0,0
2026,1,مكة المكرمة,جدة,الفروسية,فيلا,سكني,14,50769.23,169.97
2026,1,مكة المكرمة,الحلاه,الحلاه,محل,تجاري,1,0,0
2026,1,مكة المكرمة,رنية,الدعيكة,محل,تجاري,2,0,0
2026,1,مكة المكرمة,جدة,الثغر,مكتب,تجاري,2,0,0
2026,1,مكة المكرمة,مكة المكرمة,السلامة,دور,سكني,11,15933.33,64.09
2026,1,مكة المكرمة,جدة,الجوهرة,استديو,سكني,3,16900,414.58
2026,1,مكة المكرمة,خليص,الهجرة2,شقة,سكني,1,13200,146.66
2026,1,مكة المكرمة,مكة المكرمة,المحمدية,محل,تجاري,225,0,0
2026,1,مكة المكرمة,اللسنه,اللسنه,شقة,سكني,1,18000,60
2026,1,مكة المكرمة,المجيرمه,المجيرمه,محل,تجاري,3,0,0
2026,1,مكة المكرمة,مكة المكرمة,العوالي,محل,تجاري,150,0,0
2026,1,مكة المكرمة,جدة,المحاميد,محل,تجاري,36,0,0
2026,1,مكة المكرمة,تربة,النهضة,دور,سكني,1,15600,57.77
2026,1,مكة المكرمة,جدة,الثغر,استديو,سكني,19,11550,335.5
2026,1,مكة المكرمة,الطائف,الشهداء الجنوبية,فيلا,سكني,1,20400,69.15
2026,1,مكة المكرمة,الجموم - بحرة,العزيزية,فيلا,سكني,3,21200,98
2026,1,مكة المكرمة,جدة,مشرفة,استديو,سكني,103,14359.34,404.7
2026,1,مكة المكرمة,الليث,(حي رقم (7,شقة,سكني,271,14203.3,110.33
2026,1,مكة المكرمة,القنفذة,الغربية,استديو,سكني,1,7800,390
2026,1,مكة المكرمة,القنفذة - القوز,الجرد,شقة,سكني,19,11680,107
2026,1,مكة المكرمة,مكة المكرمة,الروابي,مكتب,تجاري,1,0,0
2026,1,مكة المكرمة,دار الهندى,دار الهندى,شقة,سكني,1,14000,116.66
2026,1,مكة المكرمة,مكة المكرمة,الأندلس,محل,تجاري,154,0,0
2026,1,مكة المكرمة,جدة,الصفاء,فيلا,سكني,55,76329.43,197.21
2026,1,مكة المكرمة,جدة,الصفاء,شقة,سكني,8041,23010.66,201.33
2026,1,مكة المكرمة,رابغ,المرجانية,استديو,سكني,4,12600,265
2026,1,مكة المكرمة,جدة,المروة,شقة,سكني,4962,25682.23,203.43
2026,1,مكة المكرمة,الطائف,لية العليا,محل,تجاري,4,0,0
2026,1,مكة المكرمة,الخيع والمثلث,الخيع والمثلث,محل,تجاري,8,0,0
2026,1,مكة المكرمة,الطائف,السيل الكبير,استديو,سكني,1,20400,510
2026,1,مكة المكرمة,صهوه,صهوه,محل,تجاري,3,0,0
2026,1,مكة المكرمة,الطائف,المعترض,دور,سكني,15,13150,72.15
2026,1,مكة المكرمة,حفار,حفار,محل,تجاري,2,0,0
2026,1,مكة المكرمة,فيضه المسلح,فيضه المسلح,شقة,سكني,2,12000,72
2026,1,مكة المكرمة,جدة,الفيصلية,معرض تجاري,تجاري,130,0,0
2026,1,مكة المكرمة,العرضيات - العيينه,العيينه,شقة,سكني,2,18000,180
2026,1,مكة المكرمة,الخرابه,الخرابه,شقة,سكني,7,11571.42,112.09
2026,1,مكة المكرمة,مكة المكرمة,الرصيفة,مكتب,تجاري,81,0,0
2026,1,مكة المكرمة,القنفذة,الغربية,دور,سكني,1,6000,40
2026,1,مكة المكرمة,الطائف,السداد,دور,سكني,43,22120,105.56
2026,1,مكة المكرمة,جدة,الرحمانية,شقة,سكني,425,21866.01,159.85
2026,1,مكة المكرمة,جدة,الخالدية,معرض تجاري,تجاري,21,0,0
2026,1,مكة المكرمة,البرمه,البرمه,شقة,سكني,2,15600,115.3
2026,1,مكة المكرمة,الحجلا السفلى,الحجلا السفلى,دور,سكني,1,15000,100
