المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,427,948"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,427,866"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,156"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,462"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,513"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,527"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,544"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,677"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,716"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,804"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,428,925"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,990"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,019"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,173"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,428,837"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,281"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,469"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,599"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,631"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,767"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,429,905"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,172"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,186"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,498"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,605"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,614"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,697"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,738"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,747"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,870"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,430,927"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,052"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,081"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,427"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,597"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,677"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,749"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,802"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,431,874"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"44,431,912"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,432,037"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,432,040"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,432,073"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,432,268"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,432,394"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,432,508"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,432,581"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,432,610"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,433,039"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,433,317"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,433,789"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,434,055"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,433,888"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,433,919"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,434,213"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"44,434,326"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,414,365"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,414,984"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,419,732"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,419,708"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,419,678"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,419,709"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,420,308"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,423,381"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,422,803"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,422,417"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,421,363"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,422,562"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,422,381"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,423,388"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,423,967"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,423,887"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,423,590"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,424,690"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,424,487"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,424,942"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,427,363"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,427,362"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,427,127"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,426,708"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,430,624"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,429,035"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,432,097"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,431,424"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,432,186"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/01,"44,432,202"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,435,451"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,435,817"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,435,830"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,436,377"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,436,593"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,436,523"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,436,845"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,436,889"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,436,899"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,437,580"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,437,276"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,437,863"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,438,092"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,438,144"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,438,177"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,438,698"
منطقة الشرقية,الخبر,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,440,017"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,440,241"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,440,292"
منطقة القصيم,بريده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,440,048"
منطقة القصيم,بريده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,440,375"
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,439,627"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,442,583"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,440,588"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,441,053"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,441,008"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,441,132"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,441,250"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,441,198"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,441,342"
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,439,637"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,441,832"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,435,930"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,442,025"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,442,076"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,442,480"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,442,187"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,442,851"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,444,400"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,443,413"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,442,982"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,443,150"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,443,273"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,441,648"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,443,393"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,443,426"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,436,688"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,443,333"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,443,717"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,443,729"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,443,783"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,441,556"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,443,966"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,443,843"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,443,993"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,443,999"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,443,881"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,444,288"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,444,366"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,444,412"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,444,545"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,444,615"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,364"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,444,735"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,444,715"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,444,763"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,444,856"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,086"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,172"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,482"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"44,445,486"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,445,588"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,446,151"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/04/02,"44,445,564"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,802"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,917"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,934"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,445,943"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,058"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,104"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,208"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,254"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,472"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,519"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,535"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,607"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,675"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,802"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,476"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,898"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,446,998"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,035"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,047"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,181"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,199"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,239"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,256"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,538"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,613"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,676"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,683"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,691"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,788"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,869"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,447,920"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,448,107"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"44,448,158"
