المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,541"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,644"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,697"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,766"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,834"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,861"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,918"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/06,"45,035,089"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,963"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,988"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,034,960"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,015"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,052"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,055"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,075"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,210"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,461"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,523"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,571"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,035,957"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,180"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,258"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,319"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,037,039"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,511"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,036,496"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,704"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,940"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,952"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,036,995"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,037,024"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,037,126"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,037,503"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,037,705"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,038,212"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,038,457"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,038,650"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,038,837"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,039,093"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,039,803"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/06,"45,040,047"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/06,"45,023,537"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/06,"45,022,860"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,023,856"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,025,686"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/06,"45,027,454"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/06,"45,028,074"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,029,135"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,028,930"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,029,777"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,029,575"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,029,519"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,029,467"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,030,516"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,030,059"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,040,139"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,039,642"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,039,378"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,039,190"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,038,876"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,038,840"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,038,734"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,038,550"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/06,"45,038,485"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,041,285"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,042,346"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,042,548"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,042,611"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,043,289"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,326"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,453"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,043,590"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,043,626"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,050,247"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,044,041"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,044,164"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,044,215"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,044,464"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,044,661"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,044,881"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,044,946"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,045,015"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,043,340"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,044,980"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,042,467"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,045,498"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,052,040"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,052,354"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,045,907"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,045,970"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,047,159"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,047,204"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,047,237"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,047,623"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,047,999"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,048,046"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,048,220"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,042,733"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,041,228"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,048,940"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,049,510"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,538"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,433"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,049,380"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,049,632"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,049,779"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,050,004"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,050,173"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,050,197"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,050,226"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,050,385"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,050,678"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,050,903"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,050,932"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,051,465"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,619"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,833"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,049,909"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,051,138"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,047,522"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,358"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,051,461"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,051,477"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,051,704"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,667"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,051,746"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,042,597"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,051,990"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,051,643"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,052,118"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,052,175"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,052,418"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,052,725"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,052,318"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,052,335"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,052,460"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,052,636"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,011"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,041"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,088"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,142"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,320"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,441"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,466"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,505"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,795"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,816"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,886"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,053,940"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,006"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,197"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,796"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,176"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,389"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,408"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,572"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,659"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,716"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,722"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,743"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,773"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,054,714"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,054,832"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,057"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,244"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,272"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,285"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,359"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,511"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,673"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,694"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,824"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,055,676"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,055,859"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,056,112"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,056,159"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,056,351"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,056,536"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,056,664"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/07,"45,056,792"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,041,282"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,290"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,200"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,183"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,158"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,021"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,044,976"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,044,089"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,608"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,043,367"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,046,359"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,046,287"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,045,959"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,045,672"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,045,547"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,046,572"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,048,373"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,048,317"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,048,227"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,048,187"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,047,975"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,047,913"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,048,842"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,049,491"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,273"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,248"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,206"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,137"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,124"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,071"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,631"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,050,488"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,344"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,243"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,144"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,764"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,727"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,051,670"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/05/07,"45,053,876"
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,055,609"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,055,384"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,056,696"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/07,"45,056,631"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,144"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,155"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,541"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,585"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,603"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,643"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,660"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,057,944"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,072"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,377"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,397"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,404"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,542"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,783"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,829"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/05/08,"45,058,734"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,851"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,895"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,898"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,058,924"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,004"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,229"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,546"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,401"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,549"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,570"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,712"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,801"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,059,830"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,060,161"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,060,408"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,060,729"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,060,851"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,060,520"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,060,786"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,061,035"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,061,082"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,061,447"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,061,477"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,061,504"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,061,639"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,061,751"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,062,116"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,062,142"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,062,186"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,062,317"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,062,537"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/05/08,"45,062,547"
