المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 الرياض,الرياض,قسمة تركة,2026/04/05,"18,251,532"
 الرياض,الرياض,قسمة تركة,2026/04/05,"18,251,537"
 مكة المكرمه,الطائف,قسمة تركة,2026/04/05,"18,252,681"
 عسير,ابها,قسمة تركة,2026/04/05,"18,252,682"
 حائل,حائل,مزاد,2026/04/05,"18,252,680"
 الرياض,الرياض,قسمة تركة,2026/04/06,"18,266,586"
 الرياض,الرياض,قسمة تركة,2026/04/06,"18,266,582"
 الرياض,الرياض,قسمة تركة,2026/04/06,"18,266,579"
 الرياض,الرياض,قسمة تركة,2026/04/06,"18,266,583"
 مكة المكرمه,جده,احكام و قرارات,2026/04/06,"18,266,580"
 الرياض,الرياض,قسمة تركة,2026/04/07,"18,286,596"
 الرياض,الرياض,قسمة تركة,2026/04/07,"18,286,597"
 مكة المكرمه,جده,مزاد,2026/04/07,"18,286,553"
 الرياض,الرياض,قسمة تركة,2026/04/08,"18,296,161"
 الرياض,الرياض,قسمة تركة,2026/04/08,"18,296,003"
 الرياض,الرياض,قسمة تركة,2026/04/08,"18,294,911"
 الرياض,الرياض,أوراق تجارية,2026/04/08,"18,294,907"
 الرياض,الرياض,عقود,2026/04/08,"18,296,162"
 الرياض,الرياض,قسمة تركة,2026/04/08,"18,296,018"
 الرياض,الرياض,مزاد,2026/04/08,"18,296,163"
 الرياض,الرياض,قسمة تركة,2026/04/08,"18,294,910"
 مكة المكرمه,جده,قسمة تركة,2026/04/08,"18,294,912"
 مكة المكرمه,جده,قسمة تركة,2026/04/08,"18,294,909"
 مكة المكرمه,جده,قسمة تركة,2026/04/08,"18,294,906"
 مكة المكرمه,جده,قسمة تركة,2026/04/08,"18,294,917"
 مكة المكرمه,جده,أوراق تجارية,2026/04/08,"18,294,914"
 مكة المكرمه,الطائف,مزاد,2026/04/08,"18,296,007"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/08,"18,287,438"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/08,"18,287,437"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/08,"18,287,431"
 القصيم,بريده,احكام و قرارات,2026/04/08,"18,294,915"
 القصيم,بريده,احكام و قرارات,2026/04/08,"18,294,916"
 الشرقية,الدمام,إخلاء,2026/04/08,"18,296,019"
 الشرقية,الدمام,قسمة تركة,2026/04/08,"18,296,008"
 الشرقية,الدمام,إخلاء,2026/04/08,"18,296,001"
 الشرقية,الدمام,إخلاء,2026/04/08,"18,296,010"
 الشرقية,الدمام,مزاد,2026/04/08,"18,294,908"
 الشرقية,الاحساء,قسمة تركة,2026/04/08,"18,296,015"
 تبوك,تبوك,قسمة تركة,2026/04/08,"18,296,014"
 تبوك,تبوك,قسمة تركة,2026/04/08,"18,296,013"
 تبوك,تبوك,قسمة تركة,2026/04/08,"18,296,009"
 تبوك,تبوك,قسمة تركة,2026/04/08,"18,296,006"
 تبوك,تبوك,قسمة تركة,2026/04/08,"18,296,005"
 تبوك,تبوك,قسمة تركة,2026/04/08,"18,296,004"
 جازان,جيزان,قسمة تركة,2026/04/08,"18,296,012"
 الجوف,سكاكا,مزاد,2026/04/08,"18,296,002"
 الحدود الشمالية,عرعر,قسمة تركة,2026/04/08,"18,296,011"
 الحدود الشمالية,عرعر,قسمة تركة,2026/04/08,"18,296,017"
 الحدود الشمالية,عرعر,قسمة تركة,2026/04/08,"18,296,016"
 الرياض,الرياض,قسمة تركة,2026/04/09,"18,305,608"
 الرياض,الرياض,إخلاء,2026/04/09,"18,304,539"
 الرياض,الرياض,مزاد,2026/04/09,"18,305,611"
 الرياض,الرياض,مزاد,2026/04/09,"18,304,556"
 الرياض,الرياض,قسمة تركة,2026/04/09,"18,304,546"
 الرياض,الرياض,قسمة تركة,2026/04/09,"18,304,553"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/09,"18,304,558"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/09,"18,305,518"
 مكة المكرمه,جده,قسمة تركة,2026/04/09,"18,304,542"
 مكة المكرمه,جده,إخلاء,2026/04/09,"18,304,543"
 مكة المكرمه,جده,مزاد,2026/04/09,"18,304,547"
 مكة المكرمه,جده,مزاد,2026/04/09,"18,304,537"
 مكة المكرمه,جده,قسمة تركة,2026/04/09,"18,305,337"
 مكة المكرمه,جده,قسمة تركة,2026/04/09,"18,304,561"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/09,"18,304,559"
 القصيم,بريده,احكام و قرارات,2026/04/09,"18,304,548"
 القصيم,بريده,احكام و قرارات,2026/04/09,"18,304,550"
 القصيم,بريده,احكام و قرارات,2026/04/09,"18,304,560"
 القصيم,بريده,احكام و قرارات,2026/04/09,"18,304,562"
 القصيم,بريده,مزاد,2026/04/09,"18,304,557"
 القصيم,بريده,قسمة تركة,2026/04/09,"18,305,604"
 القصيم,بريده,قسمة تركة,2026/04/09,"18,305,610"
 الشرقية,الدمام,قسمة تركة,2026/04/09,"18,304,554"
 الشرقية,الدمام,إخلاء,2026/04/09,"18,305,609"
 الشرقية,الدمام,إخلاء,2026/04/09,"18,304,541"
 الشرقية,الدمام,إخلاء,2026/04/09,"18,305,603"
 الشرقية,الدمام,احكام و قرارات,2026/04/09,"18,305,606"
 الشرقية,الدمام,مزاد,2026/04/09,"18,304,544"
 الشرقية,الدمام,إخلاء,2026/04/09,"18,304,540"
 الشرقية,الدمام,مزاد,2026/04/09,"18,304,545"
 الشرقية,الاحساء,قسمة تركة,2026/04/09,"18,305,607"
 عسير,ابها,إخلاء,2026/04/09,"18,304,549"
 عسير,ابها,إخلاء,2026/04/09,"18,304,538"
 تبوك,تبوك,قسمة تركة,2026/04/09,"18,304,555"
 الجوف,سكاكا,قسمة تركة,2026/04/09,"18,305,601"
 الجوف,سكاكا,قسمة تركة,2026/04/09,"18,305,602"
 الجوف,سكاكا,قسمة تركة,2026/04/09,"18,305,605"
 الرياض,الرياض,قسمة تركة,2026/04/13,"18,356,476"
 الرياض,الرياض,قسمة تركة,2026/04/13,"18,356,477"
 الرياض,الرياض,قسمة تركة,2026/04/13,"18,356,481"
 مكة المكرمه,مكة المكرمة,مزاد,2026/04/13,"18,356,474"
 مكة المكرمه,جده,قسمة تركة,2026/04/13,"18,356,480"
 مكة المكرمه,جده,قسمة تركة,2026/04/13,"18,356,479"
 مكة المكرمه,جده,قسمة تركة,2026/04/13,"18,356,475"
 مكة المكرمه,جده,قسمة تركة,2026/04/13,"18,356,472"
 مكة المكرمه,جده,قسمة تركة,2026/04/13,"18,356,471"
 مكة المكرمه,جده,قسمة تركة,2026/04/13,"18,356,469"
 القصيم,بريده,قسمة تركة,2026/04/13,"18,356,473"
 تبوك,تبوك,قسمة تركة,2026/04/13,"18,356,478"
 تبوك,تبوك,قسمة تركة,2026/04/13,"18,356,482"
 جازان,جيزان,أوراق تجارية,2026/04/13,"18,356,470"
 الجوف,سكاكا,قسمة تركة,2026/04/13,"18,344,180"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,726"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,718"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,725"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,728"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,724"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,366,820"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,730"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,720"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,727"
 الرياض,الرياض,قسمة تركة,2026/04/14,"18,368,722"
 مكة المكرمه,مكة المكرمة,مزاد,2026/04/14,"18,366,821"
 مكة المكرمه,جده,قسمة تركة,2026/04/14,"18,368,741"
 مكة المكرمه,جده,قسمة تركة,2026/04/14,"18,370,234"
 مكة المكرمه,جده,مزاد,2026/04/14,"18,368,745"
 القصيم,بريده,احكام و قرارات,2026/04/14,"18,368,721"
 القصيم,بريده,عام,2026/04/14,"18,368,740"
 القصيم,بريده,قسمة تركة,2026/04/14,"18,368,742"
 الشرقية,الدمام,إخلاء,2026/04/14,"18,368,736"
 الشرقية,الدمام,إخلاء,2026/04/14,"18,368,737"
 الشرقية,الدمام,إخلاء,2026/04/14,"18,368,739"
 عسير,ابها,قسمة تركة,2026/04/14,"18,368,733"
 تبوك,تبوك,قسمة تركة,2026/04/14,"18,368,729"
 حائل,حائل,أوراق تجارية,2026/04/14,"18,368,719"
 الجوف,سكاكا,قسمة تركة,2026/04/14,"18,368,743"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/04/15,"18,382,171"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,383,996"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,384,000"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,382,154"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,383,432"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,383,991"
 الرياض,الرياض,احكام و قرارات,2026/04/15,"18,383,445"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,382,174"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,383,437"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,383,444"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,384,002"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,383,440"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,383,989"
 الرياض,الرياض,قسمة تركة,2026/04/15,"18,382,164"
 الرياض,الرياض,احكام و قرارات,2026/04/15,"18,383,430"
 الرياض,الرياض,مزاد,2026/04/15,"18,383,442"
 الرياض,الرياض,مزاد,2026/04/15,"18,382,160"
 الرياض,الرياض,مزاد,2026/04/15,"18,382,161"
 الرياض,الرياض,احكام و قرارات,2026/04/15,"18,384,003"
 الرياض,الرياض,احكام و قرارات,2026/04/15,"18,382,157"
 مكة المكرمه,مكة المكرمة,مزاد,2026/04/15,"18,383,990"
 مكة المكرمه,مكة المكرمة,مزاد,2026/04/15,"18,383,439"
 مكة المكرمه,جده,قسمة تركة,2026/04/15,"18,382,163"
 مكة المكرمه,جده,قسمة تركة,2026/04/15,"18,384,007"
 مكة المكرمه,جده,قسمة تركة,2026/04/15,"18,383,995"
 مكة المكرمه,جده,قسمة تركة,2026/04/15,"18,384,001"
 مكة المكرمه,جده,قسمة تركة,2026/04/15,"18,384,005"
 مكة المكرمه,جده,قسمة تركة,2026/04/15,"18,382,166"
 مكة المكرمه,جده,احكام و قرارات,2026/04/15,"18,382,170"
 مكة المكرمه,جده,قسمة تركة,2026/04/15,"18,382,175"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/15,"18,383,438"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/15,"18,383,436"
 القصيم,بريده,مزاد,2026/04/15,"18,382,173"
 القصيم,بريده,مزاد,2026/04/15,"18,382,158"
 الشرقية,الدمام,إخلاء,2026/04/15,"18,383,435"
 الشرقية,الدمام,احكام و قرارات,2026/04/15,"18,382,167"
 الشرقية,الدمام,إخلاء,2026/04/15,"18,383,443"
 الشرقية,الدمام,إخلاء,2026/04/15,"18,383,988"
 الشرقية,الدمام,إخلاء,2026/04/15,"18,383,434"
 الشرقية,الدمام,أوراق تجارية,2026/04/15,"18,383,433"
 الشرقية,الاحساء,قسمة تركة,2026/04/15,"18,382,159"
 الشرقية,الاحساء,قسمة تركة,2026/04/15,"18,382,172"
 الشرقية,الاحساء,قسمة تركة,2026/04/15,"18,382,155"
 الشرقية,حفر الباطن,قسمة تركة,2026/04/15,"18,383,998"
 الشرقية,حفر الباطن,قسمة تركة,2026/04/15,"18,383,997"
 عسير,ابها,قسمة تركة,2026/04/15,"18,384,006"
 عسير,ابها,عقود,2026/04/15,"18,383,999"
 تبوك,تبوك,قسمة تركة,2026/04/15,"18,382,165"
 تبوك,تبوك,قسمة تركة,2026/04/15,"18,382,162"
 تبوك,تبوك,قسمة تركة,2026/04/15,"18,382,176"
 تبوك,تبوك,قسمة تركة,2026/04/15,"18,382,168"
 حائل,حائل,احكام و قرارات,2026/04/15,"18,383,994"
 حائل,حائل,قسمة تركة,2026/04/15,"18,383,993"
 حائل,حائل,مزاد,2026/04/15,"18,383,987"
 جازان,جيزان,قسمة تركة,2026/04/15,"18,383,992"
 جازان,جيزان,عقود,2026/04/15,"18,382,156"
 الباحة,الباحه,قسمة تركة,2026/04/15,"18,384,004"
 الرياض,الرياض,قسمة تركة,2026/04/16,"18,393,744"
 الرياض,الرياض,قسمة تركة,2026/04/16,"18,393,689"
 الرياض,الرياض,قسمة تركة,2026/04/16,"18,393,681"
 الرياض,الرياض,مزاد,2026/04/16,"18,391,059"
 الرياض,الرياض,قسمة تركة,2026/04/16,"18,393,687"
 الرياض,الرياض,مزاد,2026/04/16,"18,393,683"
 الرياض,الرياض,مزاد,2026/04/16,"18,391,060"
 الرياض,الرياض,قسمة تركة,2026/04/16,"18,393,691"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/16,"18,393,688"
 مكة المكرمه,جده,قسمة تركة,2026/04/16,"18,393,685"
 مكة المكرمه,جده,قسمة تركة,2026/04/16,"18,393,686"
 مكة المكرمه,جده,قسمة تركة,2026/04/16,"18,393,679"
 مكة المكرمه,جده,قسمة تركة,2026/04/16,"18,393,682"
 مكة المكرمه,الطائف,قسمة تركة,2026/04/16,"18,393,690"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/16,"18,393,680"
 الشرقية,الدمام,قسمة تركة,2026/04/16,"18,393,684"
 الشرقية,الاحساء,قسمة تركة,2026/04/16,"18,393,692"
 مكة المكرمه,جده,مزاد,2026/04/19,"18,426,511"
 القصيم,بريده,قسمة تركة,2026/04/19,"18,426,512"
 القصيم,بريده,قسمة تركة,2026/04/19,"18,426,510"
 الرياض,الرياض,قسمة تركة,2026/04/20,"18,440,882"
 الرياض,الرياض,قسمة تركة,2026/04/20,"18,440,899"
 الرياض,الرياض,قسمة تركة,2026/04/20,"18,440,907"
 الرياض,الرياض,قسمة تركة,2026/04/20,"18,440,906"
 مكة المكرمه,جده,قسمة تركة,2026/04/20,"18,440,902"
 مكة المكرمه,جده,قسمة تركة,2026/04/20,"18,440,883"
 مكة المكرمه,جده,قسمة تركة,2026/04/20,"18,440,877"
 مكة المكرمه,جده,قسمة تركة,2026/04/20,"18,440,903"
 مكة المكرمه,جده,قسمة تركة,2026/04/20,"18,440,876"
 مكة المكرمه,جده,قسمة تركة,2026/04/20,"18,440,890"
 مكة المكرمه,الطائف,قسمة تركة,2026/04/20,"18,440,892"
 مكة المكرمه,الطائف,قسمة تركة,2026/04/20,"18,440,891"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/20,"18,440,909"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/20,"18,440,896"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/20,"18,440,887"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/20,"18,440,905"
 القصيم,بريده,قسمة تركة,2026/04/20,"18,440,901"
 القصيم,بريده,قسمة تركة,2026/04/20,"18,440,894"
 القصيم,بريده,قسمة تركة,2026/04/20,"18,440,908"
 القصيم,بريده,قسمة تركة,2026/04/20,"18,440,895"
 القصيم,بريده,قسمة تركة,2026/04/20,"18,440,880"
 القصيم,بريده,مزاد,2026/04/20,"18,440,904"
 القصيم,بريده,قسمة تركة,2026/04/20,"18,440,889"
 الشرقية,الدمام,قسمة تركة,2026/04/20,"18,440,910"
 الشرقية,الدمام,مزاد,2026/04/20,"18,440,893"
 الشرقية,الدمام,قسمة تركة,2026/04/20,"18,440,898"
 الشرقية,الدمام,قسمة تركة,2026/04/20,"18,440,881"
 الشرقية,الدمام,مزاد,2026/04/20,"18,440,879"
 الشرقية,الدمام,قسمة تركة,2026/04/20,"18,440,884"
 الشرقية,الدمام,قسمة تركة,2026/04/20,"18,440,878"
 الشرقية,حفر الباطن,قسمة تركة,2026/04/20,"18,440,888"
 عسير,ابها,قسمة تركة,2026/04/20,"18,440,886"
 عسير,ابها,قسمة تركة,2026/04/20,"18,440,897"
 جازان,جيزان,قسمة تركة,2026/04/20,"18,440,900"
 الجوف,سكاكا,احكام و قرارات,2026/04/20,"18,440,885"
 الرياض,الرياض,مزاد,2026/04/21,"18,451,920"
 الرياض,الرياض,قسمة تركة,2026/04/21,"18,451,918"
 مكة المكرمه,جده,قسمة تركة,2026/04/21,"18,456,456"
 مكة المكرمه,جده,مزاد,2026/04/21,"18,456,453"
 مكة المكرمه,جده,أوراق تجارية,2026/04/21,"18,456,459"
 مكة المكرمه,جده,احكام و قرارات,2026/04/21,"18,451,919"
 مكة المكرمه,الطائف,قسمة تركة,2026/04/21,"18,456,462"
 مكة المكرمه,الطائف,احكام و قرارات,2026/04/21,"18,456,457"
 مكة المكرمه,الطائف,قسمة تركة,2026/04/21,"18,456,463"
 مكة المكرمه,الطائف,احكام و قرارات,2026/04/21,"18,456,464"
 الشرقية,حفر الباطن,قسمة تركة,2026/04/21,"18,456,458"
 الشرقية,حفر الباطن,قسمة تركة,2026/04/21,"18,456,465"
 الشرقية,حفر الباطن,قسمة تركة,2026/04/21,"18,456,461"
 الشرقية,حفر الباطن,قسمة تركة,2026/04/21,"18,456,454"
 الجوف,سكاكا,قسمة تركة,2026/04/21,"18,456,460"
 الجوف,سكاكا,أوراق تجارية,2026/04/21,"18,456,455"
 الرياض,الرياض,قسمة تركة,2026/04/22,"18,464,391"
 الرياض,الرياض,قسمة تركة,2026/04/22,"18,465,991"
 الرياض,الرياض,قسمة تركة,2026/04/22,"18,465,982"
 الرياض,الرياض,قسمة تركة,2026/04/22,"18,465,985"
 مكة المكرمه,جده,مزاد,2026/04/22,"18,465,989"
 مكة المكرمه,جده,قسمة تركة,2026/04/22,"18,465,978"
 مكة المكرمه,جده,أوراق تجارية,2026/04/22,"18,463,589"
 مكة المكرمه,جده,احكام و قرارات,2026/04/22,"18,465,977"
 مكة المكرمه,جده,مزاد,2026/04/22,"18,463,586"
 القصيم,بريده,قسمة تركة,2026/04/22,"18,465,979"
 القصيم,بريده,مزاد,2026/04/22,"18,464,396"
 القصيم,بريده,قسمة تركة,2026/04/22,"18,465,980"
 القصيم,بريده,قسمة تركة,2026/04/22,"18,465,984"
 القصيم,بريده,قسمة تركة,2026/04/22,"18,465,986"
 القصيم,بريده,قسمة تركة,2026/04/22,"18,465,987"
 القصيم,بريده,قسمة تركة,2026/04/22,"18,465,990"
 حائل,حائل,قسمة تركة,2026/04/22,"18,465,981"
 نجران,نجران,قسمة تركة,2026/04/22,"18,465,983"
 نجران,نجران,مزاد,2026/04/22,"18,465,988"
 الرياض,الرياض,مزاد,2026/04/26,"18,502,325"
 الرياض,الرياض,قسمة تركة,2026/04/26,"18,502,828"
 الرياض,الرياض,قسمة تركة,2026/04/26,"18,502,305"
 الرياض,الرياض,قسمة تركة,2026/04/26,"18,502,314"
 الرياض,الرياض,قسمة تركة,2026/04/26,"18,501,857"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/04/26,"18,502,323"
 مكة المكرمه,مكة المكرمة,مزاد,2026/04/26,"18,502,298"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/26,"18,501,859"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/04/26,"18,502,302"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/26,"18,504,297"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/26,"18,502,309"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/26,"18,501,853"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,831"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,329"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,304"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,312"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,829"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,504,874"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,504,296"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,322"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,316"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,299"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,313"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,328"
 مكة المكرمه,جده,قسمة تركة,2026/04/26,"18,502,324"
 مكة المكرمه,جده,أوراق تجارية,2026/04/26,"18,504,876"
 مكة المكرمه,الطائف,قسمة تركة,2026/04/26,"18,502,320"
 مكة المكرمه,الطائف,مزاد,2026/04/26,"18,502,307"
 مكة المكرمه,الطائف,مزاد,2026/04/26,"18,502,292"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/26,"18,502,297"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/26,"18,501,850"
 القصيم,بريده,أوراق تجارية,2026/04/26,"18,502,301"
 القصيم,بريده,احكام و قرارات,2026/04/26,"18,502,291"
 القصيم,بريده,أوراق تجارية,2026/04/26,"18,502,317"
 القصيم,بريده,قسمة تركة,2026/04/26,"18,502,303"
 القصيم,بريده,مزاد,2026/04/26,"18,502,321"
 القصيم,بريده,مزاد,2026/04/26,"18,502,311"
 القصيم,بريده,قسمة تركة,2026/04/26,"18,502,326"
 القصيم,بريده,قسمة تركة,2026/04/26,"18,502,294"
 القصيم,بريده,قسمة تركة,2026/04/26,"18,502,306"
 القصيم,بريده,أوراق تجارية,2026/04/26,"18,504,299"
 القصيم,بريده,قسمة تركة,2026/04/26,"18,502,315"
 الشرقية,الدمام,قسمة تركة,2026/04/26,"18,504,527"
 الشرقية,الدمام,قسمة تركة,2026/04/26,"18,502,293"
 الشرقية,الدمام,أوراق تجارية,2026/04/26,"18,502,310"
 الشرقية,الدمام,قسمة تركة,2026/04/26,"18,502,827"
 الشرقية,الدمام,قسمة تركة,2026/04/26,"18,502,308"
 الشرقية,الدمام,قسمة تركة,2026/04/26,"18,501,851"
 الشرقية,الدمام,قسمة تركة,2026/04/26,"18,502,832"
 عسير,ابها,قسمة تركة,2026/04/26,"18,502,327"
 عسير,ابها,احكام و قرارات,2026/04/26,"18,501,854"
 عسير,ابها,قسمة تركة,2026/04/26,"18,502,830"
 عسير,ابها,قسمة تركة,2026/04/26,"18,501,858"
 عسير,ابها,قسمة تركة,2026/04/26,"18,502,318"
 تبوك,تبوك,قسمة تركة,2026/04/26,"18,502,295"
 تبوك,تبوك,قسمة تركة,2026/04/26,"18,502,300"
 الحدود الشمالية,عرعر,قسمة تركة,2026/04/26,"18,502,296"
 الرياض,الرياض,احكام و قرارات,2026/04/27,"18,519,513"
 الرياض,الرياض,مزاد,2026/04/27,"18,519,387"
 مكة المكرمه,جده,قسمة تركة,2026/04/27,"18,519,388"
 مكة المكرمه,جده,أوراق تجارية,2026/04/27,"18,519,383"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/27,"18,519,390"
 المدينة المنوره,المدينة المنورة,مزاد,2026/04/27,"18,519,389"
 القصيم,بريده,قسمة تركة,2026/04/27,"18,519,384"
 القصيم,بريده,قسمة تركة,2026/04/27,"18,519,386"
 جازان,جيزان,احكام و قرارات,2026/04/27,"18,519,385"
 الرياض,الرياض,قسمة تركة,2026/04/28,"18,530,481"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2026/04/28,"18,530,490"
 مكة المكرمه,مكة المكرمة,مزاد,2026/04/28,"18,530,484"
 مكة المكرمه,جده,قسمة تركة,2026/04/28,"18,530,485"
 مكة المكرمه,جده,قسمة تركة,2026/04/28,"18,530,491"
 مكة المكرمه,الطائف,مزاد,2026/04/28,"18,530,493"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/28,"18,530,498"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/28,"18,530,489"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/28,"18,530,483"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2026/04/28,"18,530,492"
 القصيم,بريده,مزاد,2026/04/28,"18,534,189"
 القصيم,بريده,قسمة تركة,2026/04/28,"18,534,185"
 القصيم,بريده,قسمة تركة,2026/04/28,"18,530,496"
 القصيم,بريده,قسمة تركة,2026/04/28,"18,530,487"
