المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,192,022"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,081"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,200"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,425"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,300"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,680"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/02,"43,196,758"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,197,207"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,197,684"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,197,765"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,197,940"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,197,969"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,198,097"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,199,146"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,200,001"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,200,305"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,202,163"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,202,679"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,203,765"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,204,334"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,205,137"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,206,201"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,206,447"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,206,591"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,206,871"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,206,947"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,207,080"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,208,093"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,209,399"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/03,"43,209,419"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,209,512"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,209,746"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,209,879"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,210,080"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,210,332"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,210,715"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,210,866"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,211,531"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,211,736"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,212,252"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,212,581"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,212,955"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,214,949"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,215,920"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,216,632"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,216,940"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,217,113"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,217,131"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,218,062"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,218,279"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,219,358"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,219,620"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,220,035"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,220,757"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,221,926"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,222,682"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,223,144"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,223,883"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,224,149"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,224,192"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,224,366"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,224,371"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,224,409"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,224,493"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,225,191"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,225,840"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,225,933"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,227,339"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,227,416"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,228,868"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,229,630"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,230,143"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,230,337"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,230,409"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/04,"43,230,665"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/04,"43,209,757"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,232,387"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,232,437"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,232,460"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,232,898"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,233,121"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,233,187"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,233,209"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,233,392"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,233,986"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,234,706"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,235,202"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,235,295"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,235,599"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,235,694"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,236,126"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,236,632"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,237,158"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,237,381"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,237,464"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,237,591"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,239,479"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,239,552"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,240,649"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,241,745"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,242,326"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,242,395"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,242,681"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,243,005"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,243,374"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,243,530"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,244,923"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,244,949"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,245,037"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,245,066"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,246,196"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,248,441"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,248,571"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,248,579"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,248,920"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,249,139"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,250,101"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,250,197"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,250,378"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,250,699"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,250,890"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,251,336"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,251,477"
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/05,"43,252,460"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,253,201"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/05,"43,254,334"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,255,504"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,255,979"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,256,090"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,256,613"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,256,637"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,256,959"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,257,236"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,257,612"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,259,198"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,259,736"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,261,974"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,262,126"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,262,866"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,262,942"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,263,254"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,263,776"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,264,551"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,264,959"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,265,295"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,265,995"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,266,801"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,267,432"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,268,431"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,269,536"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,270,133"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,270,265"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,270,331"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,270,360"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,270,760"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,271,224"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,271,690"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,272,061"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,272,202"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,272,882"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,275,103"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,275,609"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,275,689"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,275,853"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/06,"43,276,500"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,283,019"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,277,173"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,277,251"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,278,115"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,278,304"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,278,802"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,279,989"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,280,282"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,282,521"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,282,558"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,284,284"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,286,388"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,286,408"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,286,766"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,287,820"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,288,522"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,288,697"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,289,629"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,290,023"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,290,043"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,290,797"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,291,117"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,291,208"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,291,214"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,291,239"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,291,245"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,291,262"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,291,605"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,295,445"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,292,992"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,293,893"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,293,934"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,294,196"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,294,316"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,294,490"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/07,"43,296,579"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/07,"43,280,573"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,299,760"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,300,138"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,297,846"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,297,848"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,297,851"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,297,855"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,297,893"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,297,989"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,298,540"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,298,918"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,299,758"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,300,052"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,300,137"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,300,436"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,300,482"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,301,391"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,301,492"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,301,506"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,302,521"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,302,562"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,303,406"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,303,997"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,305,358"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,305,359"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,306,502"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,307,049"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,307,060"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,307,245"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,308,009"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,308,245"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,308,295"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/08,"43,308,606"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,309,031"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,309,238"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,309,672"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,309,678"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,309,751"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,309,850"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,310,678"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,311,743"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,312,190"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,312,192"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,312,904"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,313,116"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,313,140"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,313,225"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,313,544"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/09,"43,314,119"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,315,296"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,315,881"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,317,178"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,317,233"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,318,002"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/10,"43,319,011"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,319,312"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,320,322"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,324,012"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,321,693"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,323,280"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/10,"43,323,401"
